Date,Time,ERR,ErrD,TFCK,BFP,RSSI(dB),TRSS(dB),TQly,E2EQ,RxBt(V),MAIN,CLUT,Cels(V),Cel1(V),Cel2(V),AmbT,CanT,A2(V),EngT,BatA(A),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LSW,TxBat(V)
2022-06-07,15:48:24.370,0,0,0,0,83,124,97,0,6.7,0,0,6.63,3.31,3.32,0,0,11.1,0,0.0,-1,-1,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000000,8.2
2022-06-07,15:48:24.790,0,0,0,0,84,121,97,0,6.7,0,0,6.63,3.31,3.32,0,0,11.1,0,0.0,-2,-1,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000000,8.2
2022-06-07,15:48:25.290,0,0,0,0,83,121,98,0,6.7,0,0,6.63,3.31,3.32,0,0,11.1,0,0.0,-2,-1,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.2
2022-06-07,15:48:25.790,0,0,0,0,82,121,98,0,6.7,0,0,6.63,3.30,3.33,0,0,11.1,0,0.0,-1,-1,-1024,-1,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.2
2022-06-07,15:48:26.290,0,0,0,0,83,121,98,0,6.7,0,0,6.59,3.29,3.30,0,0,11.1,0,0.0,-1,0,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.2
2022-06-07,15:48:26.790,0,0,0,0,81,120,96,0,6.7,0,0,6.62,3.31,3.31,0,0,11.1,0,0.0,-1,-1,-1024,-1,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.2
2022-06-07,15:48:27.290,0,0,0,0,82,120,96,0,6.7,0,0,6.63,3.30,3.33,0,0,11.1,0,0.0,-1,-1,-1024,0,-161,-1024,-438,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.2
2022-06-07,15:48:27.790,0,0,0,0,80,120,92,0,6.7,0,0,6.62,3.30,3.32,0,0,11.1,0,0.0,-1,0,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.2
2022-06-07,15:48:28.290,0,0,0,0,86,121,92,0,6.7,0,0,6.62,3.30,3.32,0,0,11.1,0,0.0,-1,0,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.2
2022-06-07,15:48:28.790,0,0,0,0,82,114,83,0,6.7,0,0,6.62,3.30,3.32,0,0,11.1,0,0.0,-1,0,-1024,0,-161,-1024,-437,-1024,-1024,0,0,1024,1014,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.2
