Date,Time,ERR,ErrD,TFCK,BFP,RSSI(dB),TRSS(dB),TQly,E2EQ,RxBt(V),MAIN,CLUT,Cels(V),Cel1(V),Cel2(V),AmbT,CanT,A2(V),EngT,BatA(A),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LSW,TxBat(V)
2022-06-07,19:32:28.880,0,0,1,7,84,123,98,100,6.3,0,0,6.54,3.27,3.27,71,16,11.0,17,2.5,0,-1,-1024,-1,-119,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:29.380,0,0,1,7,77,115,98,100,6.5,0,0,6.54,3.27,3.27,71,16,11.1,17,0.4,0,-1,-1024,0,-119,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:29.880,0,0,1,7,76,121,98,100,6.5,0,0,6.54,3.27,3.27,71,16,11.1,17,0.4,0,-1,-1024,0,-200,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:30.380,0,0,1,7,77,122,100,26,6.4,4789,59,6.49,3.24,3.25,70,16,11.1,17,0.3,0,-1,-1024,-1,-385,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:30.880,0,0,1,7,79,119,100,0,6.5,4789,59,6.49,3.24,3.25,69,16,11.1,18,0.5,0,-1,-1024,-1,-428,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:31.380,0,0,1,7,80,120,96,0,6.5,4789,59,6.49,3.24,3.25,73,16,11.1,19,0.3,0,-1,-1024,-1,-429,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:31.880,0,0,1,7,78,117,96,100,6.5,4789,59,6.48,3.23,3.25,70,16,11.1,19,0.3,0,-1,-1024,-1,-475,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:32.380,0,0,1,7,78,119,99,100,6.5,4861,179,6.48,3.23,3.25,72,16,11.1,20,0.5,0,-1,-1024,-1,-527,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:32.880,0,0,1,7,78,122,99,0,6.4,4861,179,6.49,3.24,3.25,74,16,11.1,20,0.6,-1,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:33.380,0,0,1,7,78,120,97,0,6.4,4861,179,6.45,3.22,3.23,74,16,11.1,21,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:33.880,0,0,1,7,79,117,97,0,6.4,4861,179,6.45,3.22,3.23,73,16,11.1,21,0.4,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:34.380,0,0,1,7,80,122,97,0,6.4,4111,0,6.47,3.23,3.24,69,16,11.1,22,1.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:34.880,0,0,1,7,78,118,97,0,6.4,4111,0,6.46,3.22,3.24,73,17,11.1,22,0.3,0,-1,-973,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:35.380,0,0,2,98,82,120,97,88,6.4,4111,0,6.49,3.24,3.25,70,16,11.1,22,0.6,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:35.880,0,0,2,98,84,121,98,89,6.4,4111,0,6.49,3.24,3.25,71,16,11.1,23,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:36.380,0,0,2,100,84,110,98,87,6.4,3666,29,6.50,3.23,3.27,72,17,11.1,23,0.4,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:36.880,0,0,2,100,88,118,94,84,6.4,3666,29,6.48,3.24,3.24,76,17,11.1,23,0.6,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:37.380,0,0,2,100,91,124,94,84,6.5,3666,29,6.48,3.24,3.24,74,17,11.1,23,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:37.880,0,0,2,100,80,122,80,82,6.5,3666,29,6.50,3.23,3.27,71,17,11.1,24,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:38.380,0,0,2,100,86,117,80,67,6.5,3666,29,6.48,3.23,3.25,72,17,11.1,24,0.4,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:38.880,0,0,2,72,85,101,65,68,6.5,0,29,6.47,3.22,3.25,72,16,11.1,24,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:39.380,0,0,2,64,83,113,95,26,6.5,0,0,6.45,3.22,3.23,78,17,11.1,24,0.3,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:39.880,0,0,2,50,76,110,95,2,6.4,0,0,6.45,3.22,3.23,78,17,11.1,24,1.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:40.380,0,0,2,50,88,111,99,2,6.4,0,0,6.45,3.22,3.23,73,17,11.1,25,0.3,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:40.880,0,0,2,50,82,98,99,0,6.5,0,29,6.45,3.22,3.23,73,17,11.1,25,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:41.380,0,0,2,46,79,111,99,0,6.4,0,29,6.45,3.22,3.23,73,17,11.1,25,0.3,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:41.880,0,0,2,46,87,112,99,0,6.4,0,29,6.45,3.22,3.23,73,17,11.1,26,1.1,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:42.380,0,0,2,54,76,108,100,13,6.4,0,55,6.45,3.22,3.23,77,17,11.1,26,1.1,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:42.880,0,0,2,56,82,104,100,19,6.4,0,55,6.47,3.23,3.24,72,17,11.1,26,1.1,0,-1,-1024,0,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:43.380,0,0,2,56,83,112,97,19,6.4,0,55,6.47,3.23,3.24,69,17,11.1,26,0.4,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:43.880,0,0,2,56,81,109,97,19,6.4,0,55,6.47,3.23,3.24,72,17,11.1,26,0.4,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:44.380,0,0,2,44,82,109,99,0,6.4,0,55,6.47,3.23,3.24,72,17,11.1,26,0.4,0,-1,-1024,0,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.0
2022-06-07,19:32:44.880,0,0,2,44,80,106,99,0,6.4,0,55,6.47,3.23,3.24,70,17,11.1,26,0.4,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.0
2022-06-07,19:32:45.380,0,0,2,44,81,105,99,0,6.4,0,25,6.47,3.23,3.24,72,17,11.1,27,1.7,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:45.880,0,0,2,52,80,110,99,0,6.4,0,25,6.47,3.23,3.24,72,17,11.1,27,1.7,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:46.380,0,0,2,52,90,109,99,0,6.4,0,25,6.47,3.23,3.24,72,17,11.1,28,0.4,0,-1,-1024,0,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:46.880,0,0,2,52,85,89,99,0,6.4,0,0,6.47,3.23,3.24,75,17,11.1,28,0.4,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:47.380,0,0,2,52,82,112,99,0,6.4,0,0,6.47,3.23,3.24,75,17,11.1,28,0.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:47.880,0,0,2,52,84,111,98,0,6.5,0,0,6.47,3.23,3.24,75,17,11.1,28,0.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:48.380,0,0,2,52,81,103,98,0,6.4,0,0,6.47,3.23,3.24,75,17,11.1,28,0.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:48.880,0,0,2,17,80,108,98,2,6.4,0,0,6.47,3.22,3.25,74,17,11.1,28,0.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:49.380,0,0,3,17,83,103,98,64,6.4,0,0,6.47,3.22,3.25,74,17,11.1,29,1.1,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:49.880,0,0,3,17,79,105,96,64,6.4,0,0,6.47,3.22,3.25,74,17,11.1,29,1.1,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:50.380,0,0,3,17,81,106,96,64,6.4,0,0,6.47,3.22,3.25,74,17,11.1,29,1.1,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:50.880,0,0,3,17,80,102,96,64,6.5,0,0,6.46,3.23,3.23,74,17,11.1,30,0.8,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:51.380,0,0,3,17,80,88,98,0,6.5,0,0,6.46,3.23,3.23,69,17,11.1,30,0.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:51.880,0,0,3,17,83,107,98,0,6.5,0,0,6.43,3.21,3.22,69,17,11.1,30,0.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:52.380,0,0,3,17,82,106,98,0,6.5,0,0,6.46,3.22,3.24,69,17,11.1,30,0.4,0,-3,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:52.880,0,0,3,17,82,103,98,0,6.5,0,0,6.47,3.23,3.24,69,17,11.1,30,0.4,0,-1,-1024,-1,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:53.380,0,0,3,17,83,111,96,0,6.4,0,29,6.43,3.22,3.21,72,17,11.1,30,0.4,0,-1,-1024,0,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:53.880,0,0,3,17,82,108,96,0,6.4,0,29,6.48,3.23,3.25,72,17,11.1,32,0.4,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:54.380,0,0,3,50,84,115,99,0,6.4,0,29,6.48,3.23,3.25,72,17,11.1,32,0.6,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
2022-06-07,19:32:54.880,0,0,3,50,84,113,99,0,6.4,0,25,6.46,3.23,3.23,73,17,11.1,32,0.6,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:55.380,0,0,3,50,83,89,99,0,6.5,0,25,6.46,3.23,3.23,71,17,11.1,32,1.4,0,-1,-1024,0,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:55.880,0,0,3,50,82,112,99,0,6.5,0,25,6.45,3.22,3.23,71,17,11.1,32,1.4,0,-1,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:56.380,0,0,3,50,77,117,99,0,6.4,0,25,6.46,3.22,3.24,71,17,11.1,32,0.3,0,-3,-1024,-1,-529,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000002,8.1
2022-06-07,19:32:56.880,0,0,3,40,83,106,98,0,6.4,0,29,6.46,3.22,3.24,73,17,11.1,32,0.3,0,-1,-1024,0,-528,-1024,-437,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000004002,8.1
